index;name;set;smiles;solvent;T(K);ee;ddG kcal mol-1;ddG calib kcal mol-1;T(C);concentration;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;162;163;164;165;166;167;168;169;170;171;172;173;174;175;176;177;178;179;180;181;182;183;184;185;186;187;188;189;190;191;192;193;194;195;196;197;198;199;200;201;202;203;204;205;206;207;208;209;Ar
25;25;a;CC(C)(C)CC(C)(C)c1ccc(cc1)-c1cc2ccccc2c-2c1OP(NP1(Oc3c(cc4ccccc4c3-c3c(O1)c(cc1ccccc31)-c1ccc(cc1)C(C)(C)CC(C)(C)C)-c1ccc(cc1)C(C)(C)CC(C)(C)C)=NS(=O)(=O)C(F)(F)F)(Oc1c(cc3ccccc3c-21)-c1ccc(cc1)C(C)(C)CC(C)(C)C)=NS(=O)(=O)C(F)(F)F;toluene;313.15;-64;-0.943618547;-1.056907266;40;0.185;0.5714;0.0;0;0.0;0.0;0.0;0.2;0.6153;0.1666;0.1666;0.0;0.0;0.2;1;0.0;0;0.0;0.0;0;0;0;0.0;0.0;0;0.0;0;1.0;0.5;0.5;0.5;1.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0;0.0;1.0;0.5;0.5;0.5;0;0.619;0;0;0;0;0;0;0;0.0;0;0.0;0.4615;0.2142;0.0;0.0;0.0;0.0;0.0;1;0.3333;0;0;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0.25;1;0.25;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;1.0;0.0;0.75;0;0;0;0;0.0;0.0;0.0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;[C:2][c:1]1ccc(cc1)C(C)(C)CC(C)(C)C
26;26;a;CC1(C)CCC(C)(C)c2cc(ccc12)-c1cc2ccccc2c-2c1OP(NP1(Oc3c(cc4ccccc4c3-c3c(O1)c(cc1ccccc31)-c1ccc3c(c1)C(C)(C)CCC3(C)C)-c1ccc3c(c1)C(C)(C)CCC3(C)C)=NS(=O)(=O)C(F)(F)F)(Oc1c(cc3ccccc3c-21)-c1ccc2c(c1)C(C)(C)CCC2(C)C)=NS(=O)(=O)C(F)(F)F;toluene;313.15;-4;-0.049808795;-0.055783939;40;0.185;0.5714;0.0;0;0.0;0.0;0.0;0.4;0.6923;0.3333;0.3333;0.5;0.5;0.4;1;0.0;0;0.0;0.0;0;0;0;0.0;0.0;0;0.0;0;1.0;1.0;1.0;1.0;1.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0;0.0;1.0;1.0;1.0;1.0;1;0.6666;0;0;0;0;0;0;0;0.0;0;0.0;0.1538;0.1428;0.0;0.0;0.0;0.0;0.0;1;0.3333;0;0;0;0.0;0.3333;0.0;0.0;0.0;0.0;0.0;0;0;1.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0.0;0;0.5;0;0;0;0;0;0;0.5;0;0.5;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0.0;0.0;0.0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;[C:2][c:1]1ccc2c(c1)C(C)(C)CCC2(C)C
27;27;b;FC(F)(F)S(=O)(=O)N=P1(NP2(Oc3c(cc4ccccc4c3-c3c(O2)c(cc2ccccc32)-c2ccc3-c4ccccc4C4(CCC4)c3c2)-c2ccc3-c4ccccc4C4(CCC4)c3c2)=NS(=O)(=O)C(F)(F)F)Oc2c(cc3ccccc3c2-c2c(O1)c(cc1ccccc21)-c1ccc2-c3ccccc3C3(CCC3)c2c1)-c1ccc2-c3ccccc3C3(CCC3)c2c1;cyclohexane;333.15;58;0.877151052;0.877151052;60;0.05;0.7142;0.2727;0;0.0;0.1071;0.3333;0.8;0.5384;0.6666;0.6666;0.5;0.5;0.8;1;0.0;0;0.0;0.0;0;0;0;0.0;0.0;0;0.0;0;0.5;1.0;1.0;1.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0;0.0;0.5;1.0;1.0;1.0;1;0.4285;0;0;0;0;0;0;0;0.0;0;0.0;0.0256;0.0476;0.0;0.0;0.0;0.0;0.0;0;0.1666;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;1.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1;1;1;1;1;1;1;1;0.3333;0;1.0;1;0;0;0;0;0;0.5;0;0.5;0;0;1;0;0;0;1;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3333;0.5;0.0;0.0;0.0;0;0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[C:2][c:1]1ccc2-c3ccccc3C3(CCC3)c2c1
28;28;a;FC(F)(F)c1cc(cc(c1)C(F)(F)F)-c1cc2ccccc2c-2c1OP(NP1(Oc3c(cc4ccccc4c3-c3c(O1)c(cc1ccccc31)-c1cc(cc(c1)C(F)(F)F)C(F)(F)F)-c1cc(cc(c1)C(F)(F)F)C(F)(F)F)=NS(=O)(=O)C(F)(F)F)(Oc1c(cc3ccccc3c-21)-c1cc(cc(c1)C(F)(F)F)C(F)(F)F)=NS(=O)(=O)C(F)(F)F;toluene;313.15;0;0.0;0.0;40;0.185;0.1428;0.0;0;0.0;0.0;0.0;0.4;0.1538;0.3333;0.3333;1.0;1.0;0.4;0;0.0;0;0.0;0.0;0;0;0;0.0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333;1;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0.0;0.0;0.0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;[C:2][c:1]1cc(cc(c1)C(F)(F)F)C(F)(F)F
29;29;b;CCC1(CC)c2ccccc2-c2ccc(cc12)-c1cc2ccccc2c-2c1OP(NP1(Oc3c(cc4ccccc4c3-c3c(O1)c(cc1ccccc31)-c1ccc3-c4ccccc4C(CC)(CC)c3c1)-c1ccc3-c4ccccc4C(CC)(CC)c3c1)=NS(=O)(=O)C(F)(F)F)(Oc1c(cc3ccccc3c-21)-c1ccc2-c3ccccc3C(CC)(CC)c2c1)=NS(=O)(=O)C(F)(F)F;cyclohexane;333.15;70;1.148374761;1.148374761;60;0.05;0.7857;0.2727;0;0.0;0.1071;0.3333;0.8;0.5384;0.6666;0.6666;0.5;0.5;0.8;1;0.0;0;0.0;0.0;0;0;0;0.0;0.0;0;0.0;0;0.5;1.0;1.0;1.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0;0.0;0.5;1.0;1.0;1.0;1;0.3809;0;0;0;0;0;0;0;0.0;0;0.6666;0.0;0.0238;0.6666;0.0;0.0;0.0;0.0;0;0.3333;0;0;0;0.6666;0.0;0.6666;0.0;0.0;0.0;0.0;0;0;1.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1;1;1;1;1;1;1;1;0.3333;0;1.0;1;0;0;0;0;0;1.0;0;1.0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0.3333;0.5;0.0;0.0;0.0;0;0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CCC1(CC)c2ccccc2-c2cc[c:1]([C:2])cc12
30;30;b;FC(F)(F)S(=O)(=O)N=P1(NP2(Oc3c(cc4ccccc4c3-c3c(O2)c(cc2ccccc32)-c2ccc3-c4ccccc4C4(CCCC4)c3c2)-c2ccc3-c4ccccc4C4(CCCC4)c3c2)=NS(=O)(=O)C(F)(F)F)Oc2c(cc3ccccc3c2-c2c(O1)c(cc1ccccc21)-c1ccc2-c3ccccc3C3(CCCC3)c2c1)-c1ccc2-c3ccccc3C3(CCCC3)c2c1;cyclohexane;333.15;66;1.049737094;1.049737094;60;0.05;0.7857;0.2727;0;0.0;0.1071;0.3333;0.8;0.6153;0.6666;0.6666;0.5;0.5;0.8;1;0.0;0;0.0;0.0;0;0;0;0.0;0.0;0;0.0;0;0.5;1.0;1.0;1.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0;0.0;0.5;1.0;1.0;1.0;1;0.4761;0;0;0;0;0;0;0;0.0;0;0.6666;0.1025;0.119;0.6666;0.0;0.0;0.0;0.0;0;0.3333;0;0;0;0.6666;0.1666;0.6666;0.0;0.0;0.0;0.0;0;0;1.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1;1;1;1;1;1;1;1;0.3333;0;1.0;1;0;0;0;0;0;1.0;0;1.0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0.3333;0.5;0.0;0.0;0.0;0;0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[C:2][c:1]1ccc2-c3ccccc3C3(CCCC3)c2c1
31;31;b;FC(F)(F)S(=O)(=O)N=P1(NP2(Oc3c(cc4ccccc4c3-c3c(O2)c(cc2ccccc32)-c2ccc3-c4ccccc4C4(CCCCC4)c3c2)-c2ccc3-c4ccccc4C4(CCCCC4)c3c2)=NS(=O)(=O)C(F)(F)F)Oc2c(cc3ccccc3c2-c2c(O1)c(cc1ccccc21)-c1ccc2-c3ccccc3C3(CCCCC3)c2c1)-c1ccc2-c3ccccc3C3(CCCCC3)c2c1;cyclohexane;333.15;69;1.122753346;1.122753346;60;0.05;0.8571;0.2727;0;0.0;0.1071;0.3333;0.8;0.6923;0.6666;0.6666;0.5;0.5;0.8;1;0.0;0;0.0;0.0;0;0;0;0.0;0.0;0;0.0;0;0.5;1.0;1.0;1.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0;0.0;0.5;1.0;1.0;1.0;1;0.5238;0;0;0;0;0;0;0;0.0;0;0.6666;0.1538;0.238;0.6666;0.6666;0.6666;0.1333;0.25;0;0.3333;0;0;0;0.6666;0.3333;0.6666;0.6666;0.6666;0.3333;0.0;0;0;1.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;1;1;1;1;1;1;1;1;0.3333;0;1.0;1;0;0;0;0;0;1.0;0;1.0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0.3333;0.5;0.0;0.0;0.0;0;0;0;0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;[C:2][c:1]1ccc2-c3ccccc3C3(CCCCC3)c2c1
32;32;a;FC(F)(F)S(=O)(=O)N=P1(NP2(Oc3c(cc4ccccc4c3-c3c(O2)c(cc2ccccc32)-c2cc(cc(c2)-c2ccccc2)-c2ccccc2)-c2cc(cc(c2)-c2ccccc2)-c2ccccc2)=NS(=O)(=O)C(F)(F)F)Oc2c(cc3ccccc3c2-c2c(O1)c(cc1ccccc21)-c1cc(cc(c1)-c1ccccc1)-c1ccccc1)-c1cc(cc(c1)-c1ccccc1)-c1ccccc1;toluene;313.15;20;0.252318356;0.282600382;40;0.185;0.8571;0.5454;0;0.0;0.2142;0.6666;0.8;0.1538;0.6666;0.6666;1.0;1.0;0.8;0;0.0;0;0.0;0.0;0;0;0;0.0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333;1;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0.6666;0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0.6666;1.0;0.0;0.0;0.0;0;0;0;0;0.0;0.0;0.0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;[C:2][c:1]1cc(cc(c1)-c1ccccc1)-c1ccccc1
33;33;a;FC(F)(F)S(=O)(=O)N=P1(NP2(Oc3c(cc4ccccc4c3-c3c(O2)c(cc2ccccc32)-c2ccc(cc2)C23CC4CC(CC(C4)C2)C3)-c2ccc(cc2)C23CC4CC(CC(C4)C2)C3)=NS(=O)(=O)C(F)(F)F)Oc2c(cc3ccccc3c2-c2c(O1)c(cc1ccccc21)-c1ccc(cc1)C12CC3CC(CC(C3)C1)C2)-c1ccc(cc1)C12CC3CC(CC(C3)C1)C2;toluene;313.15;-52;-0.717304015;-0.803417782;40;0.185;0.7142;0.0;0;0.0;0.0;0.0;0.2;1.0;0.1666;0.1666;0.0;0.0;0.2;1;0.0;0;0.0;0.0;0;0;0;0.0;0.0;0;0.0;0;0.875;0.5;0.5;0.5;1.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0;0.0;0.5;0.5;0.5;0.5;0;1.0;0;0;0;0;0;0;0;0.0;0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;0.5;1;1;1;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0.75;0;0.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.5;1.0;1.0;1;1;1;1;0.0;0.0;0.0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;[C:2][c:1]1ccc(cc1)C12CC3CC(CC(C3)C1)C2
34;34;a;FC(F)(F)S(=O)(=O)N=P1(NP2(Oc3c(cc4ccccc4c3-c3c(O2)c(cc2ccccc32)-c2ccc(cc2)-c2cc3ccccc3c3ccccc23)-c2ccc(cc2)-c2cc3ccccc3c3ccccc23)=NS(=O)(=O)C(F)(F)F)Oc2c(cc3ccccc3c2-c2c(O1)c(cc1ccccc21)-c1ccc(cc1)-c1cc2ccccc2c2ccccc12)-c1ccc(cc1)-c1cc2ccccc2c2ccccc12;toluene;313.15;-15;-0.188097514;-0.210683556;40;0.185;1.0;1.0;0;0.0;0.75;1.0;0.4;0.0769;0.5833;0.5;0.0;0.0;0.4;1;0.6666;0;0.55;0.3571;0;0;0;0.0;0.375;0;0.5714;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.4;0.0;0.0;0.5;0.5;0;0;0.5;0;0.5;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0;0;0;1.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0;0.1666;0.0;0.25;0.0;0.5;0.1666;0.1666;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3333;0;0;0;0;0;0;0;0;0;0.5;0;0.0;1;0;0;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0.5;0.0;0.0;0.0;0;0;0;0;0.5;1.0;0.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;[C:2][c:1]1ccc(cc1)-c1cc2ccccc2c2ccccc12
