index;name;ee;Area-L;Area-N;Area-S;B1-N;B1-R1--L;B1-R1-S;B1-R2-L;B1-R2-S;B1-R3-S;B1-R4-S;B5-N;B5-R1--L;B5-R1-S;B5-R2-L;B5-R2-S;B5-R3-S;B5-R4-S;BA1-2-3-N;BA1-2-4-N;BA1-2-8-L;BA1-5-2-S;BA1-5-6-S;BA2-5-6-S;BA2-8-7-L;BA3-2-4-N;BA3-6-4-S;BA3-6-5-S;BA4-6-5-S;BL1-2-L;BL1-2-N;BL1-5-S;BL1-6-L;BL2-3-N;BL2-4-N;BL2-5-S;BL2-8-L;BL3-6-S;BL4-6-S;BL5-6-S;BL7-11-L;BL7-8-L;DA1-2-8-7-L;DA1-5-6-4-S;DA2-5-6-3-S;DA21-11-7-8-L;DA22-11-7-8-L;DA7-11-10-9-L;Dp-A;Dp-N;Dp-S;HOMO-A;HOMO-L;HOMO-N;HOMO-S;L-N;L-R1--L;L-R1-S;L-R2-L;L-R2-S;L-R3-S;L-R4-S;LUMO-A;LUMO-L;LUMO-N;LUMO-S;M.Wt.-N;NB1-2-S;NB1-3-N;NB1-3-S;NB1-4-N;NB2-4-S;NB3-4-N;NB3-4-S;NMR11-L;NMR2-L;NMR3-N;NMR4-N;NMR4-S;NMR5-S;NMR6-L;NMR6-S;NMR8-L;Ovality-L;Ovality-N;Ovality-S;PSA-A;PSA-L;PSA-N;PSA-S;Rot-PF-L;Rot-PF-N;Rot-PF-S;Rx-A;Rx-L;Rx-N;Rx-S;Ry-A;Ry-L;Ry-N;Ry-S;Rz-A;Rz-L;Rz-N;Rz-S;TranS-PF-N;TranS-PF-S;Trans-PF-L;VF(N-C)ox-L;VF5-6-S;VI(N-C)ox-L;VI5-6-S;Vib-PF-L;Vib-PF-N;Vib-PF-S;Volume-L;Volume-N;Volume-S;area-A;dp-L;ovality-A;q1-L;q1-N;q11-L;q2-L;q2-N;q3-N;q4-N;q4-S;q5-S;q6-L;q6-S;q7-L;q8-L;rot-PF-A;trans-PF-A;vibr-PF-A;volume-A
42;real42;92;278.92;225.51;214.38;2.016;1;1;2.76;1.554;1;1.504;5.9;1;1;3.185;3.551;1;2.69;125.1222726;125.4577137;116.4143373;114.7488451;117.465334;127.7838087;126.1521442;109.4073469;113.7772827;118.9433515;127.2727226;1.337398424;1.009930369;1.090721006;1.329006969;1.368832945;1.373349873;1.502545075;1.484876712;1.089662499;1.499658704;1.334131521;1.472514917;1.269146395;0.871188235;179.4452995;179.8990328;124.5673486;117.5735222;8.957420832;0.0004;3.2697;2.1333;-0.32912;-0.29868;-0.24005;-0.29369;8.795;2;2;4.074;8.567;2;3.904;-0.07917;-0.02839;0.01636;0.06532;193.249;2.195336261;2.117627581;2.364575888;2.124908896;3.163012381;2.238101588;2.180375937;117.0187;32.3798;63.8355;52.4018;137.0089;52.766;36.0254;55.1995;27.1393;1.43;1.3;1.37;29.876;21.643;11.997;20.126;15.587971;14.536504;14.151649;5.20658;1.15747;1.51985;2.62811;1.66963;0.14035;0.37722;0.39659;1.26422;0.13387;0.31067;0.36896;18.473852;18.014298;18.988454;1780.19;1777.29;176.3969;7.8172;49.946245;39.276564;42.793812;256.39;215.3;183.24;126.67;4.6495;1.15;-0.44602;0.4824;-0.12024;0.15136;-0.57415;-0.00642;0.14712;-0.13666;-0.22597;0.04634;-0.27003;-0.51724;0.56556;12.475339;17.602614;32.376548;109.17
43;real43;96;278.92;225.51;209.05;2.016;1;1;2.76;1.539;1;1.504;5.9;1;1;3.185;5.693;1;2.694;125.1222726;125.4577137;116.4143373;116.8665459;117.8672352;125.214706;126.1521442;109.4073469;115.822242;119.2431306;124.9003338;1.337398424;1.009930369;1.089040557;1.329006969;1.368832945;1.373349873;1.509772346;1.484876712;1.088697517;1.500602637;1.335256908;1.472514917;1.269146395;0.871188235;178.2153993;176.8612383;124.5673486;117.5735222;8.957420832;0.0004;3.2697;1.8714;-0.32912;-0.29868;-0.24005;-0.29794;8.795;2;2;4.074;6.295;2;3.91;-0.07917;-0.02839;0.01636;0.0543;193.249;2.225196311;2.117627581;2.376193585;2.124908896;3.064490359;2.238101588;2.204606214;117.0187;32.3798;63.8355;52.4018;138.3596;46.4174;36.0254;54.0322;27.1393;1.43;1.3;1.32;29.876;21.643;11.997;20.141;15.587971;14.536504;13.935071;5.20658;1.15747;1.51985;1.76829;1.66963;0.14035;0.37722;0.59331;1.26422;0.13387;0.31067;0.56527;18.473852;18.135875;18.988454;1780.19;1763.29;176.3969;7.3455;49.946245;39.276564;40.305312;256.39;215.3;187.8;126.67;4.6495;1.15;-0.44602;0.4824;-0.12024;0.15136;-0.57415;-0.00642;0.14712;-0.14013;-0.21543;0.04634;-0.26946;-0.51724;0.56556;12.475339;17.602614;32.376548;109.17
44;real44;95;278.92;225.51;197.98;2.016;1;1;2.76;1.529;1;1.504;5.9;1;1;3.185;6.077;1;2.69;125.1222726;125.4577137;116.4143373;114.5873225;117.9651249;127.4220006;126.1521442;109.4073469;113.8360573;118.6284153;127.5294142;1.337398424;1.009930369;1.089584258;1.329006969;1.368832945;1.373349873;1.506989977;1.484876712;1.089473804;1.499138687;1.334017389;1.472514917;1.269146395;0.871188235;178.3765365;178.7157396;124.5673486;117.5735222;8.957420832;0.0004;3.2697;1.9268;-0.32912;-0.29868;-0.24005;-0.28537;8.795;2;2;4.074;4.776;2;3.908;-0.07917;-0.02839;0.01636;0.0338;193.249;2.196499912;2.117627581;2.366991006;2.124908896;3.163031796;2.238101588;2.180469977;117.0187;32.3798;63.8355;52.4018;136.4363;53.1396;36.0254;55.4971;27.1393;1.43;1.3;1.31;29.876;21.643;11.997;20.12;15.587971;14.536504;13.901549;5.20658;1.15747;1.51985;3.10883;1.66963;0.14035;0.37722;0.47239;1.26422;0.13387;0.31067;0.43183;18.473852;18.075842;18.988454;1780.19;1775.88;176.3969;5.9067;49.946245;39.276564;39.942538;256.39;215.3;175.65;126.67;4.6495;1.15;-0.44602;0.4824;-0.12024;0.15136;-0.57415;-0.00642;0.14712;-0.13708;-0.22311;0.04634;-0.26668;-0.51724;0.56556;12.475339;17.602614;32.376548;109.17
45;real45;95;278.92;225.51;229.27;2.016;1;1;2.76;1.552;1;1.504;5.9;1;1;3.185;4.578;1;2.69;125.1222726;125.4577137;116.4143373;114.6875454;117.5770608;127.7315091;126.1521442;109.4073469;113.8463952;118.9237667;127.2186409;1.337398424;1.009930369;1.090623161;1.329006969;1.368832945;1.373349873;1.502113976;1.484876712;1.089399213;1.499522356;1.334104295;1.472514917;1.269146395;0.871188235;179.2737165;179.8117403;124.5673486;117.5735222;8.957420832;0.0004;3.2697;3.901;-0.32912;-0.29868;-0.24005;-0.29438;8.795;2;2;4.074;8.999;2;3.906;-0.07917;-0.02839;0.01636;0.06316;193.249;2.194149389;2.117627581;2.365937916;2.124908896;3.160496361;2.238101588;2.18087687;117.0187;32.3798;63.8355;52.4018;136.5757;53.1488;36.0254;54.714;27.1393;1.43;1.3;1.41;29.876;21.643;11.997;40.235;15.587971;14.536504;14.565812;5.20658;1.15747;1.51985;2.60417;1.66963;0.14035;0.37722;0.25694;1.26422;0.13387;0.31067;0.25103;18.473852;18.301324;18.988454;1780.19;1780.26;176.3969;6.7348;49.946245;39.276564;45.937421;256.39;215.3;194.92;126.67;4.6495;1.15;-0.44602;0.4824;-0.12024;0.15136;-0.57415;-0.00642;0.14712;-0.1367;-0.22713;0.04634;-0.2695;-0.51724;0.56556;12.475339;17.602614;32.376548;109.17
46;real46;96;278.92;225.51;288.88;2.016;1;1;2.76;1.568;1;1.504;5.9;1;1;3.185;4.454;1;2.69;125.1222726;125.4577137;116.4143373;114.5942636;117.4736633;127.9297632;126.1521442;109.4073469;113.816207;118.8200934;127.3519467;1.337398424;1.009930369;1.090834294;1.329006969;1.368832945;1.373349873;1.502221661;1.484876712;1.089498647;1.499255045;1.334098576;1.472514917;1.269146395;0.871188235;179.0168597;179.7604766;124.5673486;117.5735222;8.957420832;0.0004;3.2697;2.5209;-0.32912;-0.29868;-0.24005;-0.28852;8.795;2;2;4.074;12.583;2;3.905;-0.07917;-0.02839;0.01636;0.03647;193.249;2.193305451;2.117627581;2.362594144;2.124908896;3.167293613;2.238101588;2.180355371;117.0187;32.3798;63.8355;52.4018;136.2824;52.6509;36.0254;55.3314;27.1393;1.43;1.3;1.47;29.876;21.643;11.997;26.153;15.587971;14.536504;15.535639;5.20658;1.15747;1.51985;1.80297;1.66963;0.14035;0.37722;0.11611;1.26422;0.13387;0.31067;0.11535;18.473852;18.670563;18.988454;1780.19;1779.77;176.3969;6.9331;49.946245;39.276564;51.76474;256.39;215.3;258.1;126.67;4.6495;1.15;-0.44602;0.4824;-0.12024;0.15136;-0.57415;-0.00642;0.14712;-0.1376;-0.22815;0.04634;-0.27135;-0.51724;0.56556;12.475339;17.602614;32.376548;109.17
47;real47;94;278.92;225.51;326.05;2.016;1;1;2.76;1.942;1;1.504;5.9;1;1;3.185;4.66;1;2.694;125.1222726;125.4577137;116.4143373;116.6890593;118.1339016;125.113648;126.1521442;109.4073469;115.8651491;119.2737027;124.8267178;1.337398424;1.009930369;1.08881759;1.329006969;1.368832945;1.373349873;1.50941332;1.484876712;1.08851053;1.500894217;1.334701907;1.472514917;1.269146395;0.871188235;178.1446735;176.6292506;124.5673486;117.5735222;8.957420832;0.0004;3.2697;6.4637;-0.32912;-0.29868;-0.24005;-0.30142;8.795;2;2;4.074;13.815;2;3.91;-0.07917;-0.02839;0.01636;-0.0012;193.249;2.222651871;2.117627581;2.380410318;2.124908896;3.060172207;2.238101588;2.205219009;117.0187;32.3798;63.8355;52.4018;138.2335;46.9955;36.0254;53.2621;27.1393;1.43;1.3;1.54;29.876;21.643;11.997;62.072;15.587971;14.536504;16.093818;5.20658;1.15747;1.51985;0.74761;1.66963;0.14035;0.37722;0.10608;1.26422;0.13387;0.31067;0.09971;18.473852;19.053157;18.988454;1780.19;1768.05;176.3969;6.7031;49.946245;39.276564;56.567003;256.39;215.3;290.93;126.67;4.6495;1.15;-0.44602;0.4824;-0.12024;0.15136;-0.57415;-0.00642;0.14712;-0.14102;-0.21379;0.04634;-0.26864;-0.51724;0.56556;12.475339;17.602614;32.376548;109.17
48;real48;82;278.92;225.51;299.34;2.016;1;1;2.76;1.82;1;1.504;5.9;1;1;3.185;5.127;1;2.694;125.1222726;125.4577137;116.4143373;116.6724291;118.0205298;125.2489202;126.1521442;109.4073469;115.9121983;119.2496883;124.8021338;1.337398424;1.009930369;1.088925855;1.329006969;1.368832945;1.373349873;1.509317779;1.484876712;1.088481431;1.500675282;1.334727555;1.472514917;1.269146395;0.871188235;178.1485546;176.7031877;124.5673486;117.5735222;8.957420832;0.0004;3.2697;3.9948;-0.32912;-0.29868;-0.24005;-0.3003;8.795;2;2;4.074;12.268;2;3.909;-0.07917;-0.02839;0.01636;-0.03925;193.249;2.222460248;2.117627581;2.378180432;2.124908896;3.062380329;2.238101588;2.205547052;117.0187;32.3798;63.8355;52.4018;138.1061;46.8139;36.0254;53.1766;27.1393;1.43;1.3;1.47;29.876;21.643;11.997;50.029;15.587971;14.536504;15.721872;5.20658;1.15747;1.51985;1.0017;1.66963;0.14035;0.37722;0.13141;1.26422;0.13387;0.31067;0.12639;18.473852;18.915066;18.988454;1780.19;1768.77;176.3969;7.2489;49.946245;39.276564;52.24596;256.39;215.3;274.24;126.67;4.6495;1.15;-0.44602;0.4824;-0.12024;0.15136;-0.57415;-0.00642;0.14712;-0.14111;-0.2131;0.04634;-0.26972;-0.51724;0.56556;12.475339;17.602614;32.376548;109.17
49;real49;96;278.92;225.51;189.92;2.016;1;1;2.76;1.524;1;1.504;5.9;1;1;3.185;4.979;1;2.689;125.1222726;125.4577137;116.4143373;116.6779708;117.8158963;125.4713211;126.1521442;109.4073469;114.4965975;119.5132833;125.9798881;1.337398424;1.009930369;1.088810663;1.329006969;1.368832945;1.373349873;1.508861979;1.484876712;1.089257195;1.498345364;1.33469859;1.472514917;1.269146395;0.871188235;177.7233625;178.8212974;124.5673486;117.5735222;8.957420832;0.0004;3.2697;3.5573;-0.32912;-0.29868;-0.24005;-0.29713;8.795;2;2;4.074;7.543;2;3.903;-0.07917;-0.02839;0.01636;0.05662;193.249;2.222022806;2.117627581;2.37947993;2.124908896;3.090607332;2.238101588;2.187457805;117.0187;32.3798;63.8355;52.4018;137.2847;52.7325;36.0254;51.9274;27.1393;1.43;1.3;1.33;29.876;21.643;11.997;20.14;15.587971;14.536504;14.059966;5.20658;1.15747;1.51985;3.02238;1.66963;0.14035;0.37722;0.39697;1.26422;0.13387;0.31067;0.38503;18.473852;18.075606;18.988454;1780.19;1772.61;176.3969;2.4475;49.946245;39.276564;40.712087;256.39;215.3;160.45;126.67;4.6495;1.15;-0.44602;0.4824;-0.12024;0.15136;-0.57415;-0.00642;0.14712;-0.13951;-0.23731;0.04634;-0.26411;-0.51724;0.56556;12.475339;17.602614;32.376548;109.17
50;real50;94;278.92;225.51;155.73;2.016;1;1;2.76;1.535;1;1.522;5.9;1;1;3.185;3.169;1;4.191;125.1222726;125.4577137;116.4143373;114.4991899;117.4633746;128.0160093;126.1521442;109.4073469;114.3907097;118.0844667;127.5205225;1.337398424;1.009930369;1.091283374;1.329006969;1.368832945;1.373349873;1.503169784;1.484876712;1.089050833;1.503124715;1.335775929;1.472514917;1.269146395;0.871188235;179.8803252;178.8935225;124.5673486;117.5735222;8.957420832;0.0004;3.2697;2.0367;-0.32912;-0.29868;-0.24005;-0.29015;8.795;2;2;4.074;4.124;2;4.134;-0.07917;-0.02839;0.01636;0.07162;193.249;2.193373902;2.117627581;2.351790927;2.124908896;3.177278127;2.238101588;2.190301097;117.0187;32.3798;63.8355;52.4018;166.4975;52.7197;36.0254;57.1844;27.1393;1.43;1.3;1.27;29.876;21.643;11.997;19.804;15.587971;14.536504;12.665583;5.20658;1.15747;1.51985;8.2294;1.66963;0.14035;0.37722;0.97511;1.26422;0.13387;0.31067;0.93612;18.473852;17.488211;18.988454;1780.19;1770.69;176.3969;1.8781;49.946245;39.276564;36.102342;256.39;215.3;128.34;126.67;4.6495;1.15;-0.44602;0.4824;-0.12024;0.15136;-0.57415;-0.00642;0.14712;-0.53405;-0.24111;0.04634;-0.24898;-0.51724;0.56556;12.475339;17.602614;32.376548;109.17
51;real51;92;278.92;203.41;155.73;2.019;1;1;2.76;1.535;1;1.522;5.451;1;1;3.185;3.169;1;4.191;125.1980219;125.5750127;116.4143373;114.4991899;117.4633746;128.0160093;126.1521442;109.221813;114.3907097;118.0844667;127.5205225;1.337398424;1.009255971;1.091283374;1.329006969;1.377487347;1.371195636;1.503169784;1.484876712;1.089050833;1.503124715;1.335775929;1.472514917;1.269146395;0.871188235;179.8803252;178.8935225;124.5673486;117.5735222;8.957420832;0.0004;2.799;2.0367;-0.32912;-0.29868;-0.24427;-0.29015;7.361;2;2;4.074;4.124;2;4.134;-0.07917;-0.02839;0.02743;0.07162;159.232;2.193373902;2.125734229;2.351790927;2.123435599;3.177278127;2.240833916;2.190301097;117.0187;32.3798;67.8995;52.9377;166.4975;52.7197;36.0254;57.1844;27.1393;1.43;1.29;1.27;29.876;21.643;12.033;19.804;15.587971;13.855861;12.665583;5.20658;1.15747;1.88473;8.2294;1.66963;0.14035;0.68908;0.97511;1.26422;0.13387;0.53502;0.93612;18.183469;17.488211;18.988454;1780.19;1770.69;176.3969;1.8781;49.946245;37.763188;36.102342;256.39;186.23;128.34;126.67;4.6495;1.15;-0.44602;0.47403;-0.12024;0.15136;-0.58406;-0.03967;0.14989;-0.53405;-0.24111;0.04634;-0.24898;-0.51724;0.56556;12.475339;17.602614;32.376548;109.17
52;real52;92;278.92;194.61;155.73;1.7;1;1;2.76;1.535;1;1.522;5.473;1;1;3.185;3.169;1;4.191;125.3052182;125.2202558;116.4143373;114.4991899;117.4633746;128.0160093;126.1521442;109.474526;114.3907097;118.0844667;127.5205225;1.337398424;1.009725042;1.091283374;1.329006969;1.379262005;1.379157963;1.503169784;1.484876712;1.089050833;1.503124715;1.335775929;1.472514917;1.269146395;0.871188235;179.8803252;178.8935225;124.5673486;117.5735222;8.957420832;0.0004;2.3368;2.0367;-0.32912;-0.29868;-0.24849;-0.29015;6.617;2;2;4.074;4.124;2;4.134;-0.07917;-0.02839;0.00432;0.07162;167.211;2.193373902;2.128767613;2.351790927;2.127879441;3.177278127;2.25228641;2.190301097;117.0187;32.3798;48.147;48.1312;166.4975;52.7197;36.0254;57.1844;27.1393;1.43;1.25;1.27;29.876;21.643;12.06;19.804;15.587971;13.901989;12.665583;5.20658;1.15747;2.26126;8.2294;1.66963;0.14035;0.59491;0.97511;1.26422;0.13387;0.471;0.93612;18.256775;17.488211;18.988454;1780.19;1770.69;176.3969;1.8781;49.946245;35.718958;36.102342;256.39;183.17;128.34;126.67;4.6495;1.15;-0.44602;0.47563;-0.12024;0.15136;-0.59117;0.17379;0.17382;-0.53405;-0.24111;0.04634;-0.24898;-0.51724;0.56556;12.475339;17.602614;32.376548;109.17
53;real53;90;278.92;245.3;135.99;2.129;1;1;2.76;1.534;1;1.53;5.893;1;1;3.185;3.171;1;2.705;125.1440351;125.5093191;116.4143373;114.7513616;117.4147895;127.7974084;126.1521442;109.3301005;113.796724;118.8555065;127.3392591;1.337398424;1.009863034;1.090730658;1.329006969;1.368089911;1.374328244;1.503036798;1.484876712;1.089538568;1.498799325;1.334413092;1.472514917;1.269146395;0.871188235;178.1783013;178.3645821;124.5673486;117.5735222;8.957420832;0.0004;3.0209;2.1413;-0.32912;-0.29868;-0.23873;-0.296;8.799;2;2;4.074;4.12;2;3.862;-0.07917;-0.02839;0.018;0.06485;207.276;2.195812437;2.117088993;2.362500647;2.126232551;3.164672691;2.237226373;2.179748041;117.0187;32.3798;64.9705;54.098;137.5407;51.1947;36.0254;55.4745;27.1393;1.43;1.34;1.22;29.876;21.643;12.003;20.135;15.587971;14.853429;12.169625;5.20658;1.15747;1.049;9.37174;1.66963;0.14035;0.34077;1.5122;1.26422;0.13387;0.26435;1.42924;18.578961;17.261921;18.988454;1780.19;1777.73;176.3969;6.0088;49.946245;41.874319;35.208245;256.39;233.52;110.07;126.67;4.6495;1.15;-0.44602;0.47781;-0.12024;0.15136;-0.57456;-0.00873;0.14179;-0.1364;-0.22864;0.04634;-0.27168;-0.51724;0.56556;12.475339;17.602614;32.376548;109.17
54;real54;92;278.92;231.22;135.99;2.022;1;1;2.76;1.534;1;1.53;5.896;1;1;3.185;3.171;1;2.705;125.1797654;125.4614833;116.4143373;114.7513616;117.4147895;127.7974084;126.1521442;109.3465948;113.796724;118.8555065;127.3392591;1.337398424;1.009992608;1.090730658;1.329006969;1.366346761;1.374425387;1.503036798;1.484876712;1.089538568;1.498799325;1.334413092;1.472514917;1.269146395;0.871188235;178.1783013;178.3645821;124.5673486;117.5735222;8.957420832;0.0004;5.0444;2.1413;-0.32912;-0.29868;-0.24312;-0.296;8.798;2;2;4.074;4.12;2;3.862;-0.07917;-0.02839;0.01306;0.06485;211.239;2.195812437;2.11592658;2.362500647;2.125988486;3.164672691;2.236113696;2.179748041;117.0187;32.3798;62.8178;55.9274;137.5407;51.1947;36.0254;55.4745;27.1393;1.43;1.31;1.22;29.876;21.643;11.996;20.135;15.587971;14.871199;12.169625;5.20658;1.15747;1.04868;9.37174;1.66963;0.14035;0.33429;1.5122;1.26422;0.13387;0.26014;1.42924;18.607478;17.261921;18.988454;1780.19;1777.73;176.3969;6.0088;49.946245;40.729517;35.208245;256.39;219.87;110.07;126.67;4.6495;1.15;-0.44602;0.48019;-0.12024;0.15136;-0.57261;-0.00063;0.13561;-0.1364;-0.22864;0.04634;-0.27168;-0.51724;0.56556;12.475339;17.602614;32.376548;109.17
55;real55;92;278.92;241.17;135.99;2.111;1;1;2.76;1.534;1;1.53;5.993;1;1;3.185;3.171;1;2.705;125.1571338;125.451126;116.4143373;114.7513616;117.4147895;127.7974084;126.1521442;109.380402;113.796724;118.8555065;127.3392591;1.337398424;1.010213135;1.090730658;1.329006969;1.368111041;1.371634331;1.503036798;1.484876712;1.089538568;1.498799325;1.334413092;1.472514917;1.269146395;0.871188235;178.1783013;178.3645821;124.5673486;117.5735222;8.957420832;0.0004;5.8193;2.1413;-0.32912;-0.29868;-0.24545;-0.296;8.79;2;2;4.074;4.12;2;3.862;-0.07917;-0.02839;0.0103;0.06485;227.694;2.195812437;2.117527696;2.362500647;2.123506582;3.164672691;2.235739317;2.179748041;117.0187;32.3798;62.9795;53.8777;137.5407;51.1947;36.0254;55.4745;27.1393;1.43;1.33;1.22;29.876;21.643;11.991;20.135;15.587971;15.138779;12.169625;5.20658;1.15747;0.818;9.37174;1.66963;0.14035;0.29441;1.5122;1.26422;0.13387;0.22175;1.42924;18.716881;17.261921;18.988454;1780.19;1777.73;176.3969;6.0088;49.946245;41.847085;35.208245;256.39;228.93;110.07;126.67;4.6495;1.15;-0.44602;0.48141;-0.12024;0.15136;-0.57098;-0.00045;0.14874;-0.1364;-0.22864;0.04634;-0.27168;-0.51724;0.56556;12.475339;17.602614;32.376548;109.17
56;real56;98;278.92;162.93;135.99;1.756;1;1;2.76;1.534;1;1.53;5.454;1;1;3.185;3.171;1;2.705;124.757736;125.5053405;116.4143373;114.7513616;117.4147895;127.7974084;126.1521442;109.7367905;113.796724;118.8555065;127.3392591;1.337398424;1.010217657;1.090730658;1.329006969;1.371335113;1.373256039;1.503036798;1.484876712;1.089538568;1.498799325;1.334413092;1.472514917;1.269146395;0.871188235;178.1783013;178.3645821;124.5673486;117.5735222;8.957420832;0.0004;4.4664;2.1413;-0.32912;-0.29868;-0.25297;-0.296;6.673;2;2;4.074;4.12;2;3.862;-0.07917;-0.02839;0.01869;0.06485;151.596;2.195812437;2.116764893;2.362500647;2.12550848;3.164672691;2.244615885;2.179748041;117.0187;32.3798;66.284;55.1934;137.5407;51.1947;36.0254;55.4745;27.1393;1.43;1.22;1.22;29.876;21.643;11.986;20.135;15.587971;13.506793;12.169625;5.20658;1.15747;2.32621;9.37174;1.66963;0.14035;0.91458;1.5122;1.26422;0.13387;0.65648;1.42924;18.105231;17.261921;18.988454;1780.19;1777.73;176.3969;6.0088;49.946245;34.396252;35.208245;256.39;145.49;110.07;126.67;4.6495;1.15;-0.44602;0.48218;-0.12024;0.15136;-0.57325;-0.03945;0.15463;-0.1364;-0.22864;0.04634;-0.27168;-0.51724;0.56556;12.475339;17.602614;32.376548;109.17
57;real57;84;278.92;194.61;135.99;1.7;1;1;2.76;1.534;1;1.53;5.473;1;1;3.185;3.171;1;2.705;125.3052182;125.2202558;116.4143373;114.7513616;117.4147895;127.7974084;126.1521442;109.474526;113.796724;118.8555065;127.3392591;1.337398424;1.009725042;1.090730658;1.329006969;1.379262005;1.379157963;1.503036798;1.484876712;1.089538568;1.498799325;1.334413092;1.472514917;1.269146395;0.871188235;178.1783013;178.3645821;124.5673486;117.5735222;8.957420832;0.0004;2.3368;2.1413;-0.32912;-0.29868;-0.24849;-0.296;6.617;2;2;4.074;4.12;2;3.862;-0.07917;-0.02839;0.00432;0.06485;167.211;2.195812437;2.128767613;2.362500647;2.127879441;3.164672691;2.25228641;2.179748041;117.0187;32.3798;48.147;48.1312;137.5407;51.1947;36.0254;55.4745;27.1393;1.43;1.25;1.22;29.876;21.643;12.06;20.135;15.587971;13.901989;12.169625;5.20658;1.15747;2.26126;9.37174;1.66963;0.14035;0.59491;1.5122;1.26422;0.13387;0.471;1.42924;18.256775;17.261921;18.988454;1780.19;1777.73;176.3969;6.0088;49.946245;35.718958;35.208245;256.39;183.17;110.07;126.67;4.6495;1.15;-0.44602;0.47563;-0.12024;0.15136;-0.59117;0.17379;0.17382;-0.1364;-0.22864;0.04634;-0.27168;-0.51724;0.56556;12.475339;17.602614;32.376548;109.17
58;real58;90;278.92;234.61;135.99;1.948;1;1;2.76;1.534;1;1.53;6.317;1;1;3.185;3.171;1;2.705;125.3392878;125.2463896;116.4143373;114.7513616;117.4147895;127.7974084;126.1521442;109.4143223;113.796724;118.8555065;127.3392591;1.337398424;1.010190549;1.090730658;1.329006969;1.377126541;1.376997952;1.503036798;1.484876712;1.089538568;1.498799325;1.334413092;1.472514917;1.269146395;0.871188235;178.1783013;178.3645821;124.5673486;117.5735222;8.957420832;0.0004;5.9352;2.1413;-0.32912;-0.29868;-0.25157;-0.296;7.498;2;2;4.074;4.12;2;3.862;-0.07917;-0.02839;-0.00953;0.06485;325.003;2.195812437;2.127511272;2.362500647;2.126527229;3.164672691;2.247943423;2.179748041;117.0187;32.3798;48.4925;48.4739;137.5407;51.1947;36.0254;55.4745;27.1393;1.43;1.33;1.22;29.876;21.643;12.049;20.135;15.587971;15.964139;12.169625;5.20658;1.15747;0.69659;9.37174;1.66963;0.14035;0.13231;1.5122;1.26422;0.13387;0.11119;1.42924;19.245113;17.261921;18.988454;1780.19;1777.73;176.3969;6.0088;49.946245;42.793455;35.208245;256.39;219.15;110.07;126.67;4.6495;1.15;-0.44602;0.48133;-0.12024;0.15136;-0.58346;0.17748;0.17753;-0.1364;-0.22864;0.04634;-0.27168;-0.51724;0.56556;12.475339;17.602614;32.376548;109.17
59;real59;98;278.92;309.76;135.99;1.794;1;1;2.76;1.534;1;1.53;8.535;1;1;3.185;3.171;1;2.705;125.2015678;125.5394759;116.4143373;114.7513616;117.4147895;127.7974084;126.1521442;109.2519508;113.796724;118.8555065;127.3392591;1.337398424;1.009127109;1.090730658;1.329006969;1.377185052;1.371023804;1.503036798;1.484876712;1.089538568;1.498799325;1.334413092;1.472514917;1.269146395;0.871188235;178.1783013;178.3645821;124.5673486;117.5735222;8.957420832;0.0004;3.6562;2.1413;-0.32912;-0.29868;-0.2454;-0.296;11.015;2;2;4.074;4.12;2;3.862;-0.07917;-0.02839;0.02742;0.06485;260.337;2.195812437;2.125379368;2.362500647;2.122838638;3.164672691;2.240865771;2.179748041;117.0187;32.3798;67.8226;53.4263;137.5407;51.1947;36.0254;55.4745;27.1393;1.43;1.49;1.22;29.876;21.643;42.011;20.135;15.587971;15.745165;12.169625;5.20658;1.15747;1.01048;9.37174;1.66963;0.14035;0.12959;1.5122;1.26422;0.13387;0.12127;1.42924;18.921026;17.261921;18.988454;1780.19;1777.73;176.3969;6.0088;49.946245;51.189123;35.208245;256.39;282.97;110.07;126.67;4.6495;1.15;-0.44602;0.47458;-0.12024;0.15136;-0.58385;-0.04396;0.15001;-0.1364;-0.22864;0.04634;-0.27168;-0.51724;0.56556;12.475339;17.602614;32.376548;109.17
