index;name;ee;Area-L;Area-N;Area-S;B1-N;B1-R1--L;B1-R1-S;B1-R2-L;B1-R2-S;B1-R3-S;B1-R4-S;B5-N;B5-R1--L;B5-R1-S;B5-R2-L;B5-R2-S;B5-R3-S;B5-R4-S;BA1-2-3-N;BA1-2-4-N;BA1-2-8-L;BA1-5-2-S;BA1-5-6-S;BA2-5-6-S;BA2-8-7-L;BA3-2-4-N;BA3-6-4-S;BA3-6-5-S;BA4-6-5-S;BL1-2-L;BL1-2-N;BL1-5-S;BL1-6-L;BL2-3-N;BL2-4-N;BL2-5-S;BL2-8-L;BL3-6-S;BL4-6-S;BL5-6-S;BL7-11-L;BL7-8-L;DA1-2-8-7-L;DA1-5-6-4-S;DA2-5-6-3-S;DA21-11-7-8-L;DA22-11-7-8-L;DA7-11-10-9-L;Dp-A;Dp-N;Dp-S;HOMO-A;HOMO-L;HOMO-N;HOMO-S;L-N;L-R1--L;L-R1-S;L-R2-L;L-R2-S;L-R3-S;L-R4-S;LUMO-A;LUMO-L;LUMO-N;LUMO-S;M.Wt.-N;NB1-2-S;NB1-3-N;NB1-3-S;NB1-4-N;NB2-4-S;NB3-4-N;NB3-4-S;NMR11-L;NMR2-L;NMR3-N;NMR4-N;NMR4-S;NMR5-S;NMR6-L;NMR6-S;NMR8-L;Ovality-L;Ovality-N;Ovality-S;PSA-A;PSA-L;PSA-N;PSA-S;Rot-PF-L;Rot-PF-N;Rot-PF-S;Rx-A;Rx-L;Rx-N;Rx-S;Ry-A;Ry-L;Ry-N;Ry-S;Rz-A;Rz-L;Rz-N;Rz-S;TranS-PF-N;TranS-PF-S;Trans-PF-L;VF(N-C)ox-L;VF5-6-S;VI(N-C)ox-L;VI5-6-S;Vib-PF-L;Vib-PF-N;Vib-PF-S;Volume-L;Volume-N;Volume-S;area-A;dp-L;ovality-A;q1-L;q1-N;q11-L;q2-L;q2-N;q3-N;q4-N;q4-S;q5-S;q6-L;q6-S;q7-L;q8-L;rot-PF-A;trans-PF-A;vibr-PF-A;volume-A
60;real60;90;278.92;206.73;135.99;1.813;1;1;2.76;1.534;1;1.53;6.402;1;1;3.185;3.171;1;2.705;125.0939214;125.616342;116.4143373;114.7513616;117.4147895;127.7974084;126.1521442;109.2896283;113.796724;118.8555065;127.3392591;1.337398424;1.009458919;1.090730658;1.329006969;1.376101789;1.371713503;1.503036798;1.484876712;1.089538568;1.498799325;1.334413092;1.472514917;1.269146395;0.871188235;178.1783013;178.3645821;124.5673486;117.5735222;8.957420832;0.0004;6.6117;2.1413;-0.32912;-0.29868;-0.24905;-0.296;8.139;2;2;4.074;4.12;2;3.862;-0.07917;-0.02839;0.02489;0.06485;170.215;2.195812437;2.123657891;2.362500647;2.124468245;3.164672691;2.241066376;2.179748041;117.0187;32.3798;68.0767;52.8138;137.5407;51.1947;36.0254;55.4745;27.1393;1.43;1.3;1.22;29.876;21.643;27.343;20.135;15.587971;14.28913;12.169625;5.20658;1.15747;2.16367;9.37174;1.66963;0.14035;0.39905;1.5122;1.26422;0.13387;0.33833;1.42924;18.283566;17.261921;18.988454;1780.19;1777.73;176.3969;6.0088;49.946245;39.75421;35.208245;256.39;187.89;110.07;126.67;4.6495;1.15;-0.44602;0.47608;-0.12024;0.15136;-0.58205;-0.04187;0.15095;-0.1364;-0.22864;0.04634;-0.27168;-0.51724;0.56556;12.475339;17.602614;32.376548;109.17
61;real61;88;278.92;312.15;135.99;2.418;1;1;2.76;1.534;1;1.53;8.455;1;1;3.185;3.171;1;2.705;125.0763359;125.6461793;116.4143373;114.7513616;117.4147895;127.7974084;126.1521442;109.2752993;113.796724;118.8555065;127.3392591;1.337398424;1.009314529;1.090730658;1.329006969;1.376695197;1.371462742;1.503036798;1.484876712;1.089538568;1.498799325;1.334413092;1.472514917;1.269146395;0.871188235;178.1783013;178.3645821;124.5673486;117.5735222;8.957420832;0.0004;2.8849;2.1413;-0.32912;-0.29868;-0.24659;-0.296;11.123;2;2;4.074;4.12;2;3.862;-0.07917;-0.02839;-0.03976;0.06485;290.322;2.195812437;2.12391787;2.362500647;2.124389859;3.164672691;2.241147576;2.179748041;117.0187;32.3798;67.5408;53.383;137.5407;51.1947;36.0254;55.4745;27.1393;1.43;1.45;1.22;29.876;21.643;41.967;20.135;15.587971;15.972283;12.169625;5.20658;1.15747;0.83393;9.37174;1.66963;0.14035;0.11113;1.5122;1.26422;0.13387;0.1088;1.42924;19.084491;17.261921;18.988454;1780.19;1777.73;176.3969;6.0088;49.946245;50.389563;35.208245;256.39;296;110.07;126.67;4.6495;1.15;-0.44602;0.47527;-0.12024;0.15136;-0.58296;-0.04161;0.15038;-0.1364;-0.22864;0.04634;-0.27168;-0.51724;0.56556;12.475339;17.602614;32.376548;109.17
62;real62;98;278.92;147.24;135.99;1.698;1;1;2.76;1.534;1;1.53;5.456;1;1;3.185;3.171;1;2.705;125.1842013;125.4701646;116.4143373;114.7513616;117.4147895;127.7974084;126.1521442;109.3453659;113.796724;118.8555065;127.3392591;1.337398424;1.009687114;1.090730658;1.329006969;1.373915136;1.372843329;1.503036798;1.484876712;1.089538568;1.498799325;1.334413092;1.472514917;1.269146395;0.871188235;178.1783013;178.3645821;124.5673486;117.5735222;8.957420832;0.0004;3.0272;2.1413;-0.32912;-0.29868;-0.25066;-0.296;6.623;2;2;4.074;4.12;2;3.862;-0.07917;-0.02839;0.02688;0.06485;117.151;2.195812437;2.122679352;2.362500647;2.124350528;3.164672691;2.240975914;2.179748041;117.0187;32.3798;63.227;53.8784;137.5407;51.1947;36.0254;55.4745;27.1393;1.43;1.17;1.22;29.876;21.643;12.019;20.135;15.587971;12.675775;12.169625;5.20658;1.15747;3.88958;9.37174;1.66963;0.14035;1.64022;1.5122;1.26422;0.13387;1.15371;1.42924;17.723126;17.261921;18.988454;1780.19;1777.73;176.3969;6.0088;49.946245;31.974382;35.208245;256.39;131.98;110.07;126.67;4.6495;1.15;-0.44602;0.47558;-0.12024;0.15136;-0.58385;-0.03765;0.14266;-0.1364;-0.22864;0.04634;-0.27168;-0.51724;0.56556;12.475339;17.602614;32.376548;109.17
63;real63;91;278.92;167.12;135.99;1.813;1;1;2.76;1.534;1;1.53;5.45;1;1;3.185;3.171;1;2.705;125.2545911;125.6087399;116.4143373;114.7513616;117.4147895;127.7974084;126.1521442;109.1359856;113.796724;118.8555065;127.3392591;1.337398424;1.009277842;1.090730658;1.329006969;1.377667629;1.371568958;1.503036798;1.484876712;1.089538568;1.498799325;1.334413092;1.472514917;1.269146395;0.871188235;178.1783013;178.3645821;124.5673486;117.5735222;8.957420832;0.0004;2.8312;2.1413;-0.32912;-0.29868;-0.24417;-0.296;6.627;2;2;4.074;4.12;2;3.862;-0.07917;-0.02839;0.0281;0.06485;131.178;2.195812437;2.126446379;2.362500647;2.124110494;3.164672691;2.240091935;2.179748041;117.0187;32.3798;65.0904;53.3038;137.5407;51.1947;36.0254;55.4745;27.1393;1.43;1.22;1.22;29.876;21.643;12.042;20.135;15.587971;13.150523;12.169625;5.20658;1.15747;2.61246;9.37174;1.66963;0.14035;1.26936;1.5122;1.26422;0.13387;0.85882;1.42924;17.892761;17.261921;18.988454;1780.19;1777.73;176.3969;6.0088;49.946245;34.317722;35.208245;256.39;150.22;110.07;126.67;4.6495;1.15;-0.44602;0.47409;-0.12024;0.15136;-0.58626;-0.03722;0.14901;-0.1364;-0.22864;0.04634;-0.27168;-0.51724;0.56556;12.475339;17.602614;32.376548;109.17
64;real64;88;278.92;203.41;135.99;2.019;1;1;2.76;1.534;1;1.53;5.451;1;1;3.185;3.171;1;2.705;125.1980219;125.5750127;116.4143373;114.7513616;117.4147895;127.7974084;126.1521442;109.221813;113.796724;118.8555065;127.3392591;1.337398424;1.009255971;1.090730658;1.329006969;1.377487347;1.371195636;1.503036798;1.484876712;1.089538568;1.498799325;1.334413092;1.472514917;1.269146395;0.871188235;178.1783013;178.3645821;124.5673486;117.5735222;8.957420832;0.0004;2.799;2.1413;-0.32912;-0.29868;-0.24427;-0.296;7.361;2;2;4.074;4.12;2;3.862;-0.07917;-0.02839;0.02743;0.06485;159.232;2.195812437;2.125734229;2.362500647;2.123435599;3.164672691;2.240833916;2.179748041;117.0187;32.3798;67.8995;52.9377;137.5407;51.1947;36.0254;55.4745;27.1393;1.43;1.29;1.22;29.876;21.643;12.033;20.135;15.587971;13.855861;12.169625;5.20658;1.15747;1.88473;9.37174;1.66963;0.14035;0.68908;1.5122;1.26422;0.13387;0.53502;1.42924;18.183469;17.261921;18.988454;1780.19;1777.73;176.3969;6.0088;49.946245;37.763188;35.208245;256.39;186.23;110.07;126.67;4.6495;1.15;-0.44602;0.47403;-0.12024;0.15136;-0.58406;-0.03967;0.14989;-0.1364;-0.22864;0.04634;-0.27168;-0.51724;0.56556;12.475339;17.602614;32.376548;109.17
65;real65;98;278.74;152.52;202.66;1.7;1;1.546;2.76;1.35;1;1.504;3.148;1;4.851;3.185;1.35;1;2.694;120.9325701;120.9335908;116.3676912;111.7731295;128.9928831;119.2180052;126.3396469;118.1338391;117.9866664;117.741465;124.271641;1.338573338;1.570354163;1.489873954;1.329196289;1.401613721;1.401615102;1.35981426;1.484072116;1.086028741;1.495145437;1.328023557;1.473685614;1.269084818;3.437252809;178.6169701;179.622136;126.4556038;115.4544222;11.28040795;4.3304;3.2127;1.7086;-0.27602;-0.30025;-0.30052;-0.29636;6.367;2;7.189;4.074;2.63;2;3.906;-0.05759;-0.02907;0.01512;0.06614;121.931;2.360466353;2.587145028;2.778081496;2.587159209;2.834159497;2.404520719;2.222358997;117.1078;32.7982;49.3849;49.3856;139.8304;23.1413;35.6634;82.7296;27.024;1.43;1.21;1.37;14.098;21.734;37.467;20.197;15.586601;13.031613;13.919651;1.64259;1.14563;3.67097;4.9509;0.1155;0.14129;1.13506;0.35572;0.10802;0.13472;0.86701;0.34729;17.785818;18.055671;18.988454;1778.64;1818.11;199.4492;158.823;49.843328;35.160335;42.869668;256.34;132.65;169.76;287.7;4.8058;1.43;-0.4518;1.1833;-0.12015;0.14935;-0.42856;-0.22144;-0.22144;-0.13463;0.44654;0.04701;-0.36828;-0.52065;0.5676;15.617634;18.762775;48.096328;268.63
66;real66;94;278.74;232;202.66;2.068;1;1.546;2.76;1.35;1;1.504;3.149;1;4.851;3.185;1.35;1;2.694;121.161055;121.1613623;116.3676912;111.7731295;128.9928831;119.2180052;126.3396469;117.6775826;117.9866664;117.741465;124.271641;1.338573338;1.569348122;1.489873954;1.329196289;1.401171758;1.401173137;1.35981426;1.484072116;1.086028741;1.495145437;1.328023557;1.473685614;1.269084818;3.437252809;178.6169701;179.622136;126.4556038;115.4544222;11.28040795;4.3304;3.0829;1.7086;-0.27602;-0.30025;-0.273;-0.29636;10.682;2;7.189;4.074;2.63;2;3.906;-0.05759;-0.02907;-0.00625;0.06614;198.029;2.360466353;2.588780552;2.778081496;2.58878563;2.834159497;2.398007965;2.222358997;117.1078;32.7982;48.3554;48.3556;139.8304;23.1413;35.6634;82.7296;27.024;1.43;1.33;1.37;14.098;21.734;37.517;20.197;15.586601;14.707847;13.919651;1.64259;1.14563;2.24231;4.9509;0.1155;0.14129;0.24795;0.35572;0.10802;0.13472;0.22741;0.34729;18.51217;18.055671;18.988454;1778.64;1818.11;199.4492;158.823;49.843328;41.418037;42.869668;256.34;216;169.76;287.7;4.8058;1.43;-0.4518;1.1822;-0.12015;0.14935;-0.4272;-0.21315;-0.21315;-0.13463;0.44654;0.04701;-0.36828;-0.52065;0.5676;15.617634;18.762775;48.096328;268.63
67;real67;96;278.74;158.17;202.66;1.7;1;1.546;2.76;1.35;1;1.504;3.148;1;4.851;3.185;1.35;1;2.694;120.9539164;120.9536692;116.3676912;111.7731295;128.9928831;119.2180052;126.3396469;118.0924144;117.9866664;117.741465;124.271641;1.338573338;1.568738173;1.489873954;1.329196289;1.401840288;1.401841292;1.35981426;1.484072116;1.086028741;1.495145437;1.328023557;1.473685614;1.269084818;3.437252809;178.6169701;179.622136;126.4556038;115.4544222;11.28040795;4.3304;5.0218;1.7086;-0.27602;-0.30025;-0.29554;-0.29636;6.944;2;7.189;4.074;2.63;2;3.906;-0.05759;-0.02907;0.01834;0.06614;139.921;2.360466353;2.586179438;2.778081496;2.58617715;2.834159497;2.404387932;2.222358997;117.1078;32.7982;46.4535;46.454;139.8304;23.1413;35.6634;82.7296;27.024;1.43;1.23;1.37;14.098;21.734;37.458;20.197;15.586601;13.432901;13.919651;1.64259;1.14563;3.65602;4.9509;0.1155;0.14129;0.72878;0.35572;0.10802;0.13472;0.60766;0.34729;17.992064;18.055671;18.988454;1778.64;1818.11;199.4492;158.823;49.843328;36.382465;42.869668;256.34;137.19;169.76;287.7;4.8058;1.43;-0.4518;1.18367;-0.12015;0.14935;-0.4442;-0.20245;-0.20245;-0.13463;0.44654;0.04701;-0.36828;-0.52065;0.5676;15.617634;18.762775;48.096328;268.63
68;real68;96;278.74;192.43;202.66;1.701;1;1.546;2.76;1.35;1;1.504;5.174;1;4.851;3.185;1.35;1;2.694;120.8050696;121.0002979;116.3676912;111.7731295;128.9928831;119.2180052;126.3396469;118.1934621;117.9866664;117.741465;124.271641;1.338573338;1.57050554;1.489873954;1.329196289;1.401108287;1.401106049;1.35981426;1.484072116;1.086028741;1.495145437;1.328023557;1.473685614;1.269084818;3.437252809;178.6169701;179.622136;126.4556038;115.4544222;11.28040795;4.3304;2.9777;1.7086;-0.27602;-0.30025;-0.28857;-0.29636;6.362;2;7.189;4.074;2.63;2;3.906;-0.05759;-0.02907;0.01554;0.06614;149.985;2.360466353;2.585222288;2.778081496;2.587707701;2.834159497;2.404399671;2.222358997;117.1078;32.7982;49.1861;52.1679;139.8304;23.1413;35.6634;82.7296;27.024;1.43;1.3;1.37;14.098;21.734;37.499;20.197;15.586601;13.874245;13.919651;1.64259;1.14563;1.95103;4.9509;0.1155;0.14129;0.6624;0.35572;0.10802;0.13472;0.51825;0.34729;18.095929;18.055671;18.988454;1778.64;1818.11;199.4492;158.823;49.843328;39.80031;42.869668;256.34;169.25;169.76;287.7;4.8058;1.43;-0.4518;1.18343;-0.12015;0.14935;-0.42263;-0.21789;-0.23008;-0.13463;0.44654;0.04701;-0.36828;-0.52065;0.5676;15.617634;18.762775;48.096328;268.63
69;real69;92;278.74;205.14;202.66;1.817;1;1.546;2.76;1.35;1;1.504;3.224;1;4.851;3.185;1.35;1;2.694;120.8297455;120.8053114;116.3676912;111.7731295;128.9928831;119.2180052;126.3396469;118.3649385;117.9866664;117.741465;124.271641;1.338573338;1.574946511;1.489873954;1.329196289;1.401277361;1.401443244;1.35981426;1.484072116;1.086028741;1.495145437;1.328023557;1.473685614;1.269084818;3.437252809;178.6169701;179.622136;126.4556038;115.4544222;11.28040795;4.3304;5.3136;1.7086;-0.27602;-0.30025;-0.30931;-0.29636;9.262;2;7.189;4.074;2.63;2;3.906;-0.05759;-0.02907;-0.02186;0.06614;179.967;2.360466353;2.589612969;2.778081496;2.589442276;2.834159497;2.40698539;2.222358997;117.1078;32.7982;48.5092;48.4898;139.8304;23.1413;35.6634;82.7296;27.024;1.43;1.33;1.37;14.098;21.734;57.278;20.197;15.586601;14.332167;13.919651;1.64259;1.14563;2.59068;4.9509;0.1155;0.14129;0.34188;0.35572;0.10802;0.13472;0.30261;0.34729;18.369054;18.055671;18.988454;1778.64;1818.11;199.4492;158.823;49.843328;42.702827;42.869668;256.34;180.61;169.76;287.7;4.8058;1.43;-0.4518;1.18568;-0.12015;0.14935;-0.39326;-0.21965;-0.21989;-0.13463;0.44654;0.04701;-0.36828;-0.52065;0.5676;15.617634;18.762775;48.096328;268.63
70;real70;91;278.74;168.12;202.66;1.8;1;1.546;2.76;1.35;1;1.504;3.149;1;4.851;3.185;1.35;1;2.694;120.9633334;120.9628307;116.3676912;111.7731295;128.9928831;119.2180052;126.3396469;118.0738359;117.9866664;117.741465;124.271641;1.338573338;1.571485088;1.489873954;1.329196289;1.400533582;1.400537834;1.35981426;1.484072116;1.086028741;1.495145437;1.328023557;1.473685614;1.269084818;3.437252809;178.6169701;179.622136;126.4556038;115.4544222;11.28040795;4.3304;5.8768;1.7086;-0.27602;-0.30025;-0.29654;-0.29636;7.811;2;7.189;4.074;2.63;2;3.906;-0.05759;-0.02907;0.00688;0.06614;156.376;2.360466353;2.58761616;2.778081496;2.58761339;2.834159497;2.401915888;2.222358997;117.1078;32.7982;47.3923;47.3926;139.8304;23.1413;35.6634;82.7296;27.024;1.43;1.25;1.37;14.098;21.734;37.436;20.197;15.586601;13.736565;13.919651;1.64259;1.14563;3.65774;4.9509;0.1155;0.14129;0.52514;0.35572;0.10802;0.13472;0.45922;0.34729;18.154052;18.055671;18.988454;1778.64;1818.11;199.4492;158.823;49.843328;37.46581;42.869668;256.34;146.26;169.76;287.7;4.8058;1.43;-0.4518;1.18512;-0.12015;0.14935;-0.42352;-0.2037;-0.2037;-0.13463;0.44654;0.04701;-0.36828;-0.52065;0.5676;15.617634;18.762775;48.096328;268.63
71;real71;94;278.74;181.97;202.66;1.769;1;1.546;2.76;1.35;1;1.504;4.547;1;4.851;3.185;1.35;1;2.694;120.4470873;120.949414;116.3676912;111.7731295;128.9928831;119.2180052;126.3396469;118.6034765;117.9866664;117.741465;124.271641;1.338573338;1.571796009;1.489873954;1.329196289;1.394760425;1.404041966;1.35981426;1.484072116;1.086028741;1.495145437;1.328023557;1.473685614;1.269084818;3.437252809;178.6169701;179.622136;126.4556038;115.4544222;11.28040795;4.3304;1.6103;1.7086;-0.27602;-0.30025;-0.27183;-0.29636;7.087;2;7.189;4.074;2.63;2;3.906;-0.05759;-0.02907;0.01504;0.06614;151.957;2.360466353;2.576381336;2.778081496;2.590709754;2.834159497;2.406604608;2.222358997;117.1078;32.7982;62.6327;58.7355;139.8304;23.1413;35.6634;82.7296;27.024;1.43;1.28;1.37;14.098;21.734;44.456;20.197;15.586601;13.819575;13.919651;1.64259;1.14563;2.37683;4.9509;0.1155;0.14129;0.62955;0.35572;0.10802;0.13472;0.49932;0.34729;18.115581;18.055671;18.988454;1778.64;1818.11;199.4492;158.823;49.843328;38.445195;42.869668;256.34;159.59;169.76;287.7;4.8058;1.43;-0.4518;1.18549;-0.12015;0.14935;-0.41072;-0.26618;-0.25436;-0.13463;0.44654;0.04701;-0.36828;-0.52065;0.5676;15.617634;18.762775;48.096328;268.63
72;real72;94;278.74;206.98;202.66;1.751;1;1.546;2.76;1.35;1;1.504;5.393;1;4.851;3.185;1.35;1;2.694;120.4689781;121.0750736;116.3676912;111.7731295;128.9928831;119.2180052;126.3396469;118.4554785;117.9866664;117.741465;124.271641;1.338573338;1.572530769;1.489873954;1.329196289;1.397751628;1.401245332;1.35981426;1.484072116;1.086028741;1.495145437;1.328023557;1.473685614;1.269084818;3.437252809;178.6169701;179.622136;126.4556038;115.4544222;11.28040795;4.3304;7.2354;1.7086;-0.27602;-0.30025;-0.27762;-0.29636;7.791;2;7.189;4.074;2.63;2;3.906;-0.05759;-0.02907;0.00966;0.06614;178.983;2.360466353;2.579856138;2.778081496;2.590572027;2.834159497;2.404920398;2.222358997;117.1078;32.7982;56.3071;52.9169;139.8304;23.1413;35.6634;82.7296;27.024;1.43;1.33;1.37;14.098;21.734;63.046;20.197;15.586601;14.423748;13.919651;1.64259;1.14563;1.74225;4.9509;0.1155;0.14129;0.38858;0.35572;0.10802;0.13472;0.32964;0.34729;18.360834;18.055671;18.988454;1778.64;1818.11;199.4492;158.823;49.843328;42.012098;42.869668;256.34;183.37;169.76;287.7;4.8058;1.43;-0.4518;1.18564;-0.12015;0.14935;-0.41169;-0.22911;-0.22958;-0.13463;0.44654;0.04701;-0.36828;-0.52065;0.5676;15.617634;18.762775;48.096328;268.63
73;real73;90;278.74;199.42;202.66;1.7;1;1.546;2.76;1.35;1;1.504;4.366;1;4.851;3.185;1.35;1;2.694;120.7609541;120.8889078;116.3676912;111.7731295;128.9928831;119.2180052;126.3396469;118.3501382;117.9866664;117.741465;124.271641;1.338573338;1.570621565;1.489873954;1.329196289;1.379148586;1.425701153;1.35981426;1.484072116;1.086028741;1.495145437;1.328023557;1.473685614;1.269084818;3.437252809;178.6169701;179.622136;126.4556038;115.4544222;11.28040795;4.3304;3.1895;1.7086;-0.27602;-0.30025;-0.26279;-0.29636;8.491;2;7.189;4.074;2.63;2;3.906;-0.05759;-0.02907;-0.01046;0.06614;171.991;2.360466353;2.566059152;2.778081496;2.607415004;2.834159497;2.408746404;2.222358997;117.1078;32.7982;46.7156;53.4455;139.8304;23.1413;35.6634;82.7296;27.024;1.43;1.27;1.37;14.098;21.734;37.467;20.197;15.586601;14.163324;13.919651;1.64259;1.14563;2.13861;4.9509;0.1155;0.14129;0.46216;0.35572;0.10802;0.13472;0.38011;0.34729;18.300972;18.055671;18.988454;1778.64;1818.11;199.4492;158.823;49.843328;38.440134;42.869668;256.34;183.94;169.76;287.7;4.8058;1.43;-0.4518;1.18416;-0.12015;0.14935;-0.42465;-0.18288;-0.22584;-0.13463;0.44654;0.04701;-0.36828;-0.52065;0.5676;15.617634;18.762775;48.096328;268.63
74;real74;92;278.74;271.89;202.66;2.853;1;1.546;2.76;1.35;1;1.504;6.555;1;4.851;3.185;1.35;1;2.694;120.5688288;120.6569867;116.3676912;111.7731295;128.9928831;119.2180052;126.3396469;118.773575;117.9866664;117.741465;124.271641;1.338573338;1.569809407;1.489873954;1.329196289;1.402517175;1.404423543;1.35981426;1.484072116;1.086028741;1.495145437;1.328023557;1.473685614;1.269084818;3.437252809;178.6169701;179.622136;126.4556038;115.4544222;11.28040795;4.3304;2.6641;1.7086;-0.27602;-0.30025;-0.26196;-0.29636;8.97;2;7.189;4.074;2.63;2;3.906;-0.05759;-0.02907;0.00126;0.06614;238.094;2.360466353;2.582787451;2.778081496;2.585541508;2.834159497;2.415722478;2.222358997;117.1078;32.7982;57.6762;49.7928;139.8304;23.1413;35.6634;82.7296;27.024;1.43;1.38;1.37;14.098;21.734;37.469;20.197;15.586601;15.226699;13.919651;1.64259;1.14563;0.79817;4.9509;0.1155;0.14129;0.2678;0.35572;0.10802;0.13472;0.20955;0.34729;18.788264;18.055671;18.988454;1778.64;1818.11;199.4492;158.823;49.843328;44.448066;42.869668;256.34;258.83;169.76;287.7;4.8058;1.43;-0.4518;1.18374;-0.12015;0.14935;-0.42807;-0.19729;-0.21385;-0.13463;0.44654;0.04701;-0.36828;-0.52065;0.5676;15.617634;18.762775;48.096328;268.63
75;real75;97;278.74;192.29;202.66;1.846;1;1.546;2.76;1.35;1;1.504;4.275;1;4.851;3.185;1.35;1;2.694;120.6246961;120.989196;116.3676912;111.7731295;128.9928831;119.2180052;126.3396469;118.3858991;117.9866664;117.741465;124.271641;1.338573338;1.570311515;1.489873954;1.329196289;1.400182301;1.400000817;1.35981426;1.484072116;1.086028741;1.495145437;1.328023557;1.473685614;1.269084818;3.437252809;178.6169701;179.622136;126.4556038;115.4544222;11.28040795;4.3304;2.8242;1.7086;-0.27602;-0.30025;-0.28112;-0.29636;6.414;2;7.189;4.074;2.63;2;3.906;-0.05759;-0.02907;0.01935;0.06614;149.985;2.360466353;2.581956914;2.778081496;2.586450804;2.834159497;2.40506855;2.222358997;117.1078;32.7982;51.7784;51.9237;139.8304;23.1413;35.6634;82.7296;27.024;1.43;1.3;1.37;14.098;21.734;37.485;20.197;15.586601;13.897013;13.919651;1.64259;1.14563;1.50272;4.9509;0.1155;0.14129;0.80629;0.35572;0.10802;0.13472;0.52817;0.34729;18.095929;18.055671;18.988454;1778.64;1818.11;199.4492;158.823;49.843328;39.093763;42.869668;256.34;169.12;169.76;287.7;4.8058;1.43;-0.4518;1.18395;-0.12015;0.14935;-0.41714;-0.22671;-0.22673;-0.13463;0.44654;0.04701;-0.36828;-0.52065;0.5676;15.617634;18.762775;48.096328;268.63
76;real76;92;278.74;197.08;202.66;1.808;1;1.546;2.76;1.35;1;1.504;4.501;1;4.851;3.185;1.35;1;2.694;120.8121952;121.5335265;116.3676912;111.7731295;128.9928831;119.2180052;126.3396469;117.6539804;117.9866664;117.741465;124.271641;1.338573338;1.567310646;1.489873954;1.329196289;1.401732;1.397739566;1.35981426;1.484072116;1.086028741;1.495145437;1.328023557;1.473685614;1.269084818;3.437252809;178.6169701;179.622136;126.4556038;115.4544222;11.28040795;4.3304;5.4724;1.7086;-0.27602;-0.30025;-0.27649;-0.29636;8.438;2;7.189;4.074;2.63;2;3.906;-0.05759;-0.02907;0.01724;0.06614;186.402;2.360466353;2.583018225;2.778081496;2.588743148;2.834159497;2.395251695;2.222358997;117.1078;32.7982;48.6573;48.3971;139.8304;23.1413;35.6634;82.7296;27.024;1.43;1.31;1.37;14.098;21.734;44.031;20.197;15.586601;14.396144;13.919651;1.64259;1.14563;1.36528;4.9509;0.1155;0.14129;0.48302;0.35572;0.10802;0.13472;0.35762;0.34729;18.41795;18.055671;18.988454;1778.64;1818.11;199.4492;158.823;49.843328;40.330111;42.869668;256.34;173.12;169.76;287.7;4.8058;1.43;-0.4518;1.18341;-0.12015;0.14935;-0.44272;-0.21728;-0.19676;-0.13463;0.44654;0.04701;-0.36828;-0.52065;0.5676;15.617634;18.762775;48.096328;268.63
77;real77;98;278.74;177.4;202.66;1.757;1;1.546;2.76;1.35;1;1.504;4.382;1;4.851;3.185;1.35;1;2.694;121.0439918;120.7333451;116.3676912;111.7731295;128.9928831;119.2180052;126.3396469;118.2225317;117.9866664;117.741465;124.271641;1.338573338;1.568577531;1.489873954;1.329196289;1.402507244;1.40039075;1.35981426;1.484072116;1.086028741;1.495145437;1.328023557;1.473685614;1.269084818;3.437252809;178.6169701;179.622136;126.4556038;115.4544222;11.28040795;4.3304;4.6339;1.7086;-0.27602;-0.30025;-0.28922;-0.29636;6.938;2;7.189;4.074;2.63;2;3.906;-0.05759;-0.02907;0.01879;0.06614;153.948;2.360466353;2.587752732;2.778081496;2.581988936;2.834159497;2.405351627;2.222358997;117.1078;32.7982;45.6403;49.2307;139.8304;23.1413;35.6634;82.7296;27.024;1.43;1.27;1.37;14.098;21.734;37.48;20.197;15.586601;13.79828;13.919651;1.64259;1.14563;2.34018;4.9509;0.1155;0.14129;0.65159;0.35572;0.10802;0.13472;0.5113;0.34729;18.135139;18.055671;18.988454;1778.64;1818.11;199.4492;158.823;49.843328;37.798689;42.869668;256.34;155.31;169.76;287.7;4.8058;1.43;-0.4518;1.18357;-0.12015;0.14935;-0.43938;-0.20125;-0.21204;-0.13463;0.44654;0.04701;-0.36828;-0.52065;0.5676;15.617634;18.762775;48.096328;268.63
